Herb_id,Chinese_name,Pinyin_name,Latin_name,English_name,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Function_Chinese,Function_English,UsePart,TCMID_id,TCM-ID_id,TCMSP_id,Link_herb_id,Alias,HERBDB_ID,Suppress
209,金盏菊花,Jinzhanjuhua,,Calendula Officilis,,,,,凉血止血药,Blood-Cooling Hemostatic Medicinal,,,,209,217,,HERB002970,1
210,锦灯笼,Jindenglong,Physalis Calyx Seu Fructus,Calyx Seu Fructus Physalis,"苦,寒","Bitter,Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,,,,210,,,HERB002893,0
211,京大戟,Jingdaji,"Radix Euphorbiae Pekinensis,Euphorbiae Pekinensis Radix",Peking Euphorbia Root,"苦,寒,有毒","Bitter,Cold,Toxic","肺,脾,肾","Lung,Spleen,Kidney",通水药,Drastic Purgatives,,6224,985,211,,,HERB002976,0
212,荆芥,Jingjie,"Schizonepetae Herba,Herba Schizonepetae",all-grass of Fineleaf Schizonepeta,"辛,微温","Pungent,Slightly Warm","肺,肝","Lung,Liver",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,aerial parts,6629,412,212,,荆芥炭,HERB002983,0
213,荆芥穗,Jingjiesui,Schizonepetae Spica,Schizonepetae Spica,"辛,微温","Pungent,Slightly Warm","肺,肝","Lung,Liver",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,,,,213,,荆芥穗炭,HERB002986,0
214,景天三七,Jintiansanqi,,Sedum Aizoon L.,"甘,微酸,平","Sweet,Slightly Sour,Calm","心,肝","Heart,Liver",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,,,,214,,,HERB002993,0
215,韭菜子,Jiucaizi,"Allii Tuberosi Semen,Semen Allii Tuberosi",Tuber Onion Seed,"辛,甘,温","Pungent,Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,6407,987,215,,,HERB003004,0
216,桔梗,Jiegeng,"Radix Platycodi,Platycodonis Radix",Platycodon Root,"苦,辛,平","Bitter,Pungent,Calm",肺,Lung,化痰药,Phlegresolving Medicine,root,4437,981,216,,,HERB002876,0
217,菊花,Juhua,"Chrysanthemi Flos,Flos Chrysanthemi",Chrysanthemum Flower,"甘,苦,微寒","Sweet,Bitter,Slightly Cold","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,capitulum,5182,422,217,,,HERB003031,0
218,菊苣,Juju,"Cichorii Herba
Cichorii Radix,Herba Cichorii",Chicory Herb,"微苦,咸,凉","Slightly Bitter,Salty,Cool","肝,胆,胃","Liver,Gallbladder,Stomach",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,6796,949,218,,,HERB003039,0
219,橘核,Juhe,"Semen Citri Reticulatae,Citri Reticulatae Semen",Tangerine Seed,"苦,平","Bitter,Calm","肝,肾","Liver,Kidney",理气药,Qi Regulating Drugs,seed,7633,420,219,,,HERB003027,0
220,橘红,Juhong,Citri Exocarpium Rubrum,Citri Exocarpium Rubrum,"辛,苦,温","Pungent,Bitter,Warm","肺,脾","Lung,Spleen",理气药,Qi Regulating Drugs,,,,220,,,HERB003028,0
221,橘络,Juluo,,Citri Fructus Retinervus,"甘,苦,平","Sweet,Bitter,Calm","肝,肺,脾","Liver,Lung,Spleen",理气药,Qi Regulating Drugs,,695,,221,,,HERB003040,0
222,橘叶,Juye,Folium Citri Tangerie,tangerine leaf,"苦,辛,平","Bitter,Pungent,Calm","肝,胃","Liver,Stomach",理气药,Qi Regulating Drugs,,4479,424,222,,,HERB003053,0
223,卷柏,Juanbai,"Selaginellae Herba,Herba Selaginellae",aal-grass of Tamariskoid spikemoss,"辛,平","Pungent,Calm","肝,心","Liver,Heart",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,dried whole herb,1261,426,223,,,HERB003061,0
224,决明子,Juemingzi,"Semen Cassiae;Semen Sene,Cassiae Semen",Cassia Seed,"甘,苦,咸,微寒","Sweet,Bitter,Salty,Slightly Cold","肝,大肠","Liver,Large Intestine",清热泻火药,Fire Purging Drugs,ripe seed,1219,950,224,,,HERB003070,0
225,苦参,Kushen,"Radix Sophorae Flavescentis,Sophorae Flavescentis Radix",root of Lightyellow sophora,"苦,寒","Bitter,Cold","心,肝,胃,大肠,膀胱","Heart,Liver,Stomach,Large Intestine,Bladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,dried root,2287,431,225,,,HERB003164|HERB003167,0
226,苦地丁,Kudiding,"Corydalis Bungeanae Herba,Herba Corydalis Bungeae",all - grass of Bunge Corydalis,"苦,寒","Bitter,Cold","心,肝,大肠","Heart,Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,whole herb,1174,428,226,,,HERB003136,0
227,苦丁茶,Kudingcha,,Ilicis Cornutae Folium Immayuri,"甘,苦,寒","Sweet,Bitter,Cold","肝,肺,胃","Liver,Lung,Stomach",清热泻火药,Fire Purging Drugs,tender leaf,5464,,227,,,HERB003137,0
228,苦楝皮,Kulianpi,Meliae Cortex,Meliae Cortex,"苦,寒,有毒","Bitter,Cold,Toxic","肝,脾,胃","Liver,Spleen,Stomach",驱虫药,Antiparasitic Drugs,,,,228,,,HERB003153,0
229,苦楝子,Kulianzi,,Meliae Azedarach Fructus,"苦,寒,小毒","Bitter,Cold,Slightly Toxic",,,驱虫药,Antiparasitic Drugs,,,,229,,,HERB003156,0
230,苦杏仁,Kuxingren,"Armeniacae Semen Amarum,Semen Armeniacae Amarum",bitter Apricot seed,"苦,微温,有小毒","Bitter,Slightly Warm,Slightly Toxic","肺,大肠","Lung,Large Intestine",止咳平喘药,Antitussive Antiasthmetics,,6558,433,230,,,HERB003174,0
231,款冬花,Kuandonghua,"Farfarae Flos,Flos Farfarae",flower bud of common coltsfoot,"辛,微苦,温","Pungent,Slightly Bitter,Warm",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,,,435,231,,,HERB003192,0
232,昆布,Kunbu,"Laminariae Thallus Eckloniae Thallus,Thallus Lamiriae",Kelp or Tangle,"咸,寒","Salty,Cold","肝,胃,肾","Liver,Stomach,Kidney",化痰药,Phlegresolving Medicine,dried thallus,4440,436,232,,,HERB003210,0
233,辣椒,Lajiao,"Fructus Capsici,Capsici Fructus",Hot pepper,"辛,热","Pungent,Hot","心,脾","Heart,Spleen",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",fruit,6736,437,233,,,HERB003232,0
234,莱菔子,Laifuzi,"Raphani Semen,Semen Raphani",Radish Seed,"辛,甘,平","Pungent,Sweet,Calm","肺,脾,胃","Lung,Spleen,Stomach",消食药,Digestants,seed,2090,438,234,,,HERB003245,0
235,老鹳草,Laoguancao,"Erodii Herba Geranii Herba,Herba Erodiiherba Geranii",All - grass of Common Heron's bill,"辛,苦,平","Pungent,Bitter,Calm","肝,肾,脾","Liver,Kidney,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,aerial parts,2755,440,235,,,HERB003274,0
236,了哥王根,Liaogewanggen,,Wikstroemiae Indicae Rasix,"苦,辛,寒,有毒","Bitter,Pungent,Cold,Toxic",,,清热解毒药,Antipyretic Detoxicate Drugs,,,,236,,,HERB003282,0
237,雷公藤,Leigongteng,Radix Tripterygii Wilfordii,root of common htreewingnut,"苦,辛,凉,大毒","Bitter,Pungent,Cool,Extremely Poisonous","肝,心","Liver,Heart",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,"root, leaf and flower",7879,441,237,,,HERB003288,0
238,雷丸,Leiwan,Omphalia,Thunder Ball,"微苦,寒","Slightly Bitter,Cold","胃,大肠","Stomach,Large Intestine",驱虫药,Antiparasitic Drugs,,7821,442,238,,,HERB003291,0
239,荔枝核,Lizhihe,"Litchi Semen,Semen Litchi",Litchi seed,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,肾","Liver,Kidney",理气药,Qi Regulating Drugs,seed,6516,447,239,,,HERB003348,0
240,连钱草,Lianqiancao,Glechomae Herba,Glechomae Herba,"辛,微苦,微寒","Pungent,Slightly Bitter,Slightly Cold","肝,肾,膀胱","Liver,Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,,2471,,240,,,HERB003359|HERB003360,0
241,连翘,Lianqiao,"Forsythiae Fructus,Fructus Forsythiae",Weeping Forsythia Capsule,"苦,微寒","Bitter,Slightly Cold","肺,心,小肠","Lung,Heart,Small Intestine",清热解毒药,Antipyretic Detoxicate Drugs,dried fruit,6528,449,241,,,HERB003361,0
242,莲房,Lianfang,"Receptaculum Nelumbinis,Nelumbinis Receptaculum",Lotus Receptacle,"苦,涩,温","Bitter,Astringent,Warm",肝,Liver,收敛止血药,Astringent Hemostatic Medicinal,,2222,991,242,,,HERB003353,0
243,莲须,Lianxu,"Stamen Nelumbinis,Nelumbinis Stamen",Lotus stamen,"甘,涩,平","Sweet,Astringent,Calm","心,肾","Heart,Kidney",收涩药,Astringent Medicinal,,5107,451,243,,,HERB003369,0
244,莲子心,Lianzixin,"Plumula Nelumbinis,Nelumbinis Plumula",Lotus Plumule,"苦,寒","Bitter,Cold","心,肾","Heart,Kidney",收涩药,Astringent Medicinal,dried plumule and radicle in seed,7037,453,244,,,HERB003378,0
245,两面针,Liangmianzhen,"Zanthoxyli Radix,Radix Zanthoxyli",Shinyleaf Pricklyash Root,"苦,辛,平,有小毒","Bitter,Pungent,Calm,Slightly Toxic","肝,胃","Liver,Stomach",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,6308,454,245,,,HERB003384,0
246,两头尖,Liangtoujian,"Anemones Raddeanae Rhizoma,Rhizoma Ahemones Daddeae",Radde Anemone Rhizome,"辛,热,有毒","Pungent,Hot,Toxic",脾,Spleen,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,4473,994,246,,,HERB003391,0
247,蓼大青叶,Liaodaqingye,"Polygoni Tinctorii Folium,Folium Polygoni Tinctorii",Indigoplant Leaf,"苦,寒","Bitter,Cold","心,胃","Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,4168,995,247,,,HERB003395,0
248,灵芝,Lingzhi,"Ganoderma Lucidum Seu Japonicum,Ganoderma",Lucid Ganoderma,"甘,平","Sweet,Calm","心,肺,肝,肾","Heart,Lung,Liver,Kidney",补气药,Qi Reinforcing Drugs,dried sporocarp,731,460,248,,,HERB003444,0
249,凌霄花,Lingxiaohua,"Flos Campsis,Campsis Flos",flower of Common Trumpetcreeper,"甘,酸,寒","Sweet,Sour,Cold","肝,心包","Liver,Pericardium",活血祛瘀药,Blood Activating Stasis Removing Drugs,,4407,458,249,,,HERB003439,0
250,零陵香,Linglingxiang,,Lysimachiae Foenigraeci Herba,"微甘,平","Slightly Sweet,Calm",,,辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,,,,250,,,HERB003431,0
251,龙胆,Longdan,Gentianae Radix Et Rhizoma,Gentiae Radix Et Rhozima,"苦,寒","Bitter,Cold","肝,胆","Liver,Gallbladder",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,root and rhizome,2559,,251,,,HERB000963|HERB003478,0
252,龙葵,Longkui,,Solanum Nigrum Linn.,"苦,寒","Bitter,Cold",,,清热解毒药,Antipyretic Detoxicate Drugs,aerial parts,1876,,252,,,HERB003482,0
253,龙脷叶,Longliye,Sauropi Folium,Aauropi Folium,"甘,淡,平","Sweet,Tasteless,Calm","肺,胃","Lung,Stomach",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,253,,,HERB003485,0
254,漏芦,Loulu,"Rhapontici Radix,Radix Rhapontici",Uniflower Swisscentaury Root,"苦,寒","Bitter,Cold",胃,Stomach,清热解毒药,Antipyretic Detoxicate Drugs,root,2157,996,254,,,HERB003504,0
255,芦根,Lugen,"Rhizoma Phragmitis,Phragmitis Rhizoma",Reed rhizome ,"甘,寒","Sweet,Cold","肺,胃","Lung,Stomach",清热泻火药,Fire Purging Drugs,rhizome,1804,472,255,,,HERB003526,0
256,芦荟,Luhui,Aloe,Aloe,"苦,寒","Bitter,Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",攻下药,Offensive Purgative Medicinal,solid residue obtained by evaporating liquid which drains from leaves,3268,474,256,,,HERB003528,0
257,鹿衔草,Luxiancao,"Herba Pyrolae Chinensis,Pyrolae Herba",all-grass Chinese pyrola,"甘,苦,温","Sweet,Bitter,Warm","肝,肾","Liver,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,whole herb,1308,482,257,,,HERB003549,0
258,路路通,Lulutong,"Fructus Liquidambaris,Liquidambaris Fructus",fruit of beautiful sweetgum,"苦,平","Bitter,Calm","肝,肾","Liver,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,inflorescence,2506,478,258,,,HERB003535,0
259,罗布麻叶,Luobumaye,Apocyni Veneti Folium,Apocyniveneti Folium,"甘,苦,凉","Sweet,Bitter,Cool",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,259,,,HERB003573,0
260,罗汉果,Luohanguo,"Fructus Momordicae,Siraitiae Fructus",Grosvenor Momordica Fruit,"甘,凉","Sweet,Cool","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,fruit,4270,484,260,,,HERB003582,0
261,络石藤,Luoshiteng,"Caulis Trachelospermi,Trachelospermi Caulis Et Folium",stem of Chinese starjasmine,"苦,微寒","Bitter,Slightly Cold","心,肝,肾","Heart,Liver,Kidney",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,leafy stem,8172,485,261,,,HERB003600,0
262,绿豆,Lvdou,Semen Phaseoli Radiati,mung bean,"甘,寒","Sweet,Cold","心,肝,胃","Heart,Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,4349,486,262,,,HERB003618,0
263,葎草,Lvcao,Herba Humuli Scandentis,all-grass of japanese hop,"甘,苦,寒","Sweet,Bitter,Cold","肺,肾","Lung,Kidney",清热解毒药,Antipyretic Detoxicate Drugs,root,5377,997,263,,,HERB003511|HERB003616,0
264,麻黄,Mahuang,"Herba Ephedrae,Ephedrae Herba",Ephedra,"辛,微苦,温","Pungent,Slightly Bitter,Warm","肺,膀胱","Lung,Bladder",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,herbaceous twigs,2425,493,264,,,HERB003658,0
265,麻黄根,Mahuanggen,"Ephedrae Radix Et Rhizoma,Radix Ephedrae",Ephedra Root,"甘,涩,平","Sweet,Astringent,Calm","心,肺","Heart,Lung",收涩药,Astringent Medicinal,root,4409,494,265,,,HERB003659,0
266,马鞭草,Mabiancao,"Herba Verbae,Verbenae Herba",European Verbe Herb,"苦,凉","Bitter,Cool","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,aerial parts,2098,1003,266,,,HERB003636,0
267,马勃,Mabo,"Lasiosphaera Seu Calvatia,Lasiosphaera Calvatia",Puff-ball,"辛,平","Pungent,Calm",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,sporocarp,6654,490,267,,,HERB003638,0
268,马齿苋,Machixian,"Portulacae Herba,Herba Portulacae",all-grass of Purslane,"酸,寒","Sour,Cold","肝,大肠","Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,aerial parts,1349,491,268,,,HERB003641,0
269,马兜铃,Madouling,Fructus Aristolochiae,Dutohmanspipe Fruit,"寒,微辛,苦","Cold,Slightly Pungent,Bitter","肺,大肠","Lung,Large Intestine",止咳平喘药,Antitussive Antiasthmetics,fruit,4033,492,269,,,HERB003648,1
270,马钱子,Maqianzi,"Strychni Semen,Semen Strychni",Nux Vomica,"苦,温,有大毒","Bitter,Warm,Extremely Poisonous","肝,脾","Liver,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,seed,1336,495,270,,,HERB000689|HERB003679|HERB003945|HERB004843,0
271,马尾莲,Maweilian,Radix Et Rhizoma Thalictri,root and rhizome of Manyleaf Meadowrue,"苦,寒","Bitter,Cold","心,肝,大肠","Heart,Liver,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,4858,497,271,,,HERB003698,0
272,麦芽,Maiya,"Hordei Fructus Germinatus,Fructus Hordei Germitus",Germited Barley,"甘,平","Sweet,Calm","脾,胃","Spleen,Stomach",消食药,Digestants,germinated fruit,5159,501,272,,,HERB003715,0
273,满山红,Manshanhong,"Folium Rhododendri Daurici,Rhododendri Daurici Folium",Dahurian Rhododendron Leaf,"辛,苦,寒","Pungent,Bitter,Cold","肺,脾","Lung,Spleen",止咳平喘药,Antitussive Antiasthmetics,leaf,6650,505,273,,,HERB003730,0
274,蔓荆子,Manjingzi,"Viticis Fructus,Fructus Viticis",Shrub Chastetree Fruit,"微寒,辛,苦","Minor cold,Pungent,Bitter","膀胱,胃,肝","Bladder,Stomach,Liver",辛凉解表药,Pungent Cool Diaphoretics,seed,5933,504,274,,,HERB003725,0
275,猫眼草,Maoyancao,,Lunulatae Herba,"苦,微寒,有毒","Bitter,Slightly Cold,Toxic",,,化痰药,Phlegresolving Medicine,,,,275,,,HERB003821,0
276,猫爪草,Maozhaocao,"Radix Ranunculi Terti,Ranunculi Ternati Radix",Catclaw Buttercup Root,"甘,辛,温","Sweet,Pungent,Warm","肝,肺","Liver,Lung",清热解毒药,Antipyretic Detoxicate Drugs,,3776,160,276,,,HERB003837,0
277,没药,Moyao,"Resi Myrrhae;Myrrha,Myrrha",Myrrh,"辛,苦,平","Pungent,Bitter,Calm","心,肝,脾","Heart,Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,balsam,7375,514,277,,,HERB004004,0
278,玫瑰花,Meiguihua,"Rosae Rugosae Flos,Flos Rosae Rugosae",Rose Flower,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,脾","Liver,Spleen",理气药,Qi Regulating Drugs,bud,3088,161,278,,,HERB003840,0
279,梅花,Meihua,"Flos Mume,Mume Flos",Plum Flower,"微酸,平","Slightly Sour,Calm","肝,胃,肺","Liver,Stomach,Lung",理气药,Qi Regulating Drugs,,1527,1007,279,,,HERB003851,0
280,猕猴桃根,Mihoutaogen,,Actinidia Chinensis Planch,"微甘,涩,凉,小毒","Slightly Sweet,Astringent,Cool,Slightly Toxic",,,清热解毒药,Antipyretic Detoxicate Drugs,,1628,,280,,,HERB003924,0
281,密蒙花,Mimenghua,"Buddlejae Flos,Flos Buddlejae",flower of Pale Butterflybush,"甘,微寒","Sweet,Slightly Cold",肝,Liver,清热泻火药,Fire Purging Drugs,flower,1580,165,281,,,HERB003941,0
282,绵萆薢,Mianbixie,Dioscoreae Spongiosae Rhizoma,Dioscoreae Septemlo Bae Rhizoma,"苦,平","Bitter,Calm","肾,胃","Kidney,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,,8104,,282,,,HERB003953,0
283,墨旱莲,Mohanlian,"Ecliptae Herba,Herba Ecliptae",all-grass of Yerbadetajo,"甘,酸,寒","Sweet,Sour,Cold","肾,肝","Kidney,Liver",补阴药,Yin-Tonifying Medicinal,aerial parts,5882,512,283,,,HERB003988,0
284,牡丹皮,Mudanpi,"Cortex Moutan,Moutan Cortex",Tree Peony Bark,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","心,肝,肾","Heart,Liver,Kidney",清热凉血药,Heat Clearing Blood Cooling Drugs,root cortex,1688,516,284,,,HERB004013,0
285,牡荆叶,Mujingye,"Folium Viticis Negundo,Viticis Negundo Foliun",Hempleaf Negundo Chastetree Leaf,"微苦,辛,平","Slightly Bitter,Pungent,Calm",肺,Lung,辛凉解表药,Pungent Cool Diaphoretics,,6455,1011,285,,,HERB004040,0
286,牡荆子,Mujingzi,,Viticis Canbifoliae Fructus,"苦,辛,温","Bitter,Pungent,Warm","肺,大肠","Lung,Large Intestine",止咳平喘药,Antitussive Antiasthmetics,fruit,3959,,286,,,HERB004036|HERB004042,0
287,木鳖子,Mubiezi,Momordicae Semen,Momordicae Semen,"苦,微甘,凉,有毒","Bitter,Slightly Sweet,Cool,Toxic","肝,脾,胃","Liver,Spleen,Stomach",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,,,287,,,HERB004009|HERB004011,0
288,木瓜,Mugua,"Fructus Chaenomelis,Chaenomelis Fructus",fruit of Common Floweringquince,"酸,温","Sour,Warm","肝,脾","Liver,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,fruit,7903,518,288,,,HERB004021,0
289,木蝴蝶,Muhudie,"Semen Oroxyli,Oroxyli Semen",Indian Trumpetflower Seed,"苦,甘,凉","Bitter,Sweet,Cool","肺,肝,胃","Lung,Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,seed,2595,1009,289,,,HERB004029,0
290,木棉花,Mumianhua,"Gossampini Flos,Flos Gossampini",Flower of Common Bombax,"甘,淡,凉","Sweet,Tasteless,Cool",大肠,Large Intestine,拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",flower,2297,521,290,,,HERB004055,0
291,木通,Mutong,"Akebiae Caulis,Caulis Aristolochiae Seu Clematis","Akebia, Clematis stem","苦,寒","Bitter,Cold","心,小肠,膀胱","Heart,Small Intestine,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,stem,3172,523,291,,,HERB004060,0
292,木香,Muxiang,"Radix Aucklandiae,Aucklandiae Radix",Common Aucklandia Root,"辛,苦,温","Pungent,Bitter,Warm","脾,胃,大肠,三焦,胆","Spleen,Stomach,Large Intestine,Triple Energizers,Gallbladder",理气药,Qi Regulating Drugs,root,7167,524,292,,,HERB004064,0
293,木贼,Muzei,"Herba Equiseti Hiemalis,Equiseti Hiemalis Herba",Common Scouring Rush Herb,"甘,苦,平","Sweet,Bitter,Calm","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,aerial parts,5534,525,293,,,HERB004068,0
294,墓头回,Mutouhui,,Et Radix Patriniae Rhizoma,"苦,微酸涩,凉","Bitter,Slightly Sour,Cool","心,肝","Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,294,,,HERB004063,0
295,南瓜子,nguazi,Semen Cucurbitae Moschatae,Pumpkin seed and husks,"甘,平","Sweet,Calm",大肠,Large Intestine,驱虫药,Antiparasitic Drugs,seed,2976,1013,295,,,HERB004092,0
296,南鹤虱,Nanheshi,Carotae Fructus,Fructus Carotae,"苦,辛,平,有小毒","Bitter,Pungent,Calm,Slightly Toxic","脾,胃","Spleen,Stomach",驱虫药,Antiparasitic Drugs,fruit,4934,,296,,,HERB004093,0
297,南沙参,Nanshashen,"Radix Adenophorae,Adenophorae Radix",Fourleaf Ladybell Root,"甘,微寒","Sweet,Slightly Cold","肺,胃","Lung,Stomach",补阴药,Yin-Tonifying Medicinal,,3481,1015,297,,,HERB004102,0
298,南蛇藤果,nshetengguo,,Celastri Orbiculati Fructus,"甘,微苦,平","Sweet,Slightly Bitter,Calm",,,安神药,Tranguilizing Medicinal,,,,298,,,HERB004107,0
299,南五味子,Nanwuweizi,"Schisandrae Sphenantherae 
Fructus",Schisandrae Sphentherae Fructus,"酸,甘,温","Sour,Sweet,Warm","肺,心,肾","Lung,Heart,Kidney",收涩药,Astringent Medicinal,,,,299,,,HERB004118,0
300,闹羊花,Naoyanghua,"Rhododendri Mollis Flos,Flos Rhododendri Mollis",Yellow Azalea Flower,"辛,温,有大毒","Pungent,Warm,Extremely Poisonous",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,flower,1702,1016,300,,,HERB004129,0
301,牛蒡子,Niubangzi,"Fructus Arctii Lappae,Arctil  Fructus",achene of Great Burdock,"辛,苦,寒","Pungent,Bitter,Cold","肺,胃","Lung,Stomach",辛凉解表药,Pungent Cool Diaphoretics,fruit,3167,530,301,,,HERB004191,0
302,牛大力,Niudali,,Millettiae Speciosae Radix,"甘,苦,平","Sweet,Bitter,Calm",,,止咳平喘药,Antitussive Antiasthmetics,,,,302,,,HERB004193,0
303,牛黄,Niuhuang,"Calculus Bovis,Bovis Calculus",Cow-bezoar,"甘,凉","Sweet,Cool","心,肝","Heart,Liver",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,gallstone,8190,531,303,,,HERB004201,0
304,牛膝,Niuxi,"Radix Achyranthis Bidentatae,Achyranthis Bidentatae Radix",root of Twotooth Achyranthes,"苦,甘,酸,平","Bitter,Sweet,Sour,Calm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,root,1561,533,304,,,HERB004218,0
305,糯稻根,Nuodaogen,Radix Oryzae Glutinosae,Glutinous Rice root,"甘,平","Sweet,Calm","肺,肾","Lung,Kidney",收涩药,Astringent Medicinal,,6372,1031,305,,,HERB004239|HERB004712,0
306,女贞子,Nüzhenzi,"Ligustri Lucidi Fructus,Fructus Ligustri Lucidi",fruit of Glossy privet,"甘,苦,凉","Sweet,Bitter,Cool","肝,肾","Liver,Kidney",补阴药,Yin-Tonifying Medicinal,,6266,535,306,,,HERB004237|HERB004242,0
307,藕节,Oujie,"Nelumbinis Rhizomatis Nodus,Nodus Nelumbinis Rhizomatis",node of lotus rhizome,"甘,涩,平","Sweet,Astringent,Calm","肝,肺,胃","Liver,Lung,Stomach",收敛止血药,Astringent Hemostatic Medicinal,,7353,536,307,,,HERB004251,0
308,胖大海,Pangdahai,"Sterculiae Lychnophorae Semen,Semen Sterculiae Lychnophorae",Boat-fruited Sterculia Seed,"甘,寒","Sweet,Cold","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,,6220,1018,308,,,HERB004316|HERB004317,0
309,佩兰,Peilan,"Eupatorii Herba,Herba Eupatorii",Fortune Eupatorium Herb,"辛,平","Pungent,Calm","脾,胃,肺","Spleen,Stomach,Lung",化湿药,Dampness Removing Drugs,aerial parts,4280,544,309,,,HERB004330,0
310,枇杷叶,Pipaye,"Eriobotryae Folium,Folium Eriobotryae",Loquat Leaf,"苦,微寒","Bitter,Slightly Cold","肺,胃","Lung,Stomach",止咳平喘药,Antitussive Antiasthmetics,leaf,6087,546,310,,,HERB004350,0
311,平贝母,Pingbeimu,"Bulbus Fritillariae Ussuriensis,Fritillariae Ussuriensis Bulbus",Ussuri Fritillary Bulb,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,bulb,2131,1020,311,,,HERB004366,0
312,蒲黄,Puhuang,"Typhae Pollen,Pollen Typhae",pollen of longbract cattail,"甘,平","Sweet,Calm","肝,心包","Liver,Pericardium",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,pollen,3598,551,312,,,HERB004402,0
313,荠菜,Jicai,Herba Capsellae,all-grass of Shepherdspurse,"甘,淡,凉","Sweet,Tasteless,Cool","肝,脾,膀胱","Liver,Spleen,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,whole herb with root,1167,976,313,,,HERB002655,0
314,千斤拔,Qianjinba,Radix Moghaniae Philippinensis,root of Philippine Flemingia,"甘,辛,微涩,平","Sweet,Pungent,Slightly Astringent,Calm",,,祛风湿筋骨药,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,,7490,565,314,,,HERB004457,0
315,千金子,Qianjinzi,"Semen Euphorbiae,Euphorbiae Semen",Caper Euphorbia Seed,"辛,温,有毒","Pungent,Warm,Toxic","肝,肾,大肠","Liver,Kidney,Large Intestine",通水药,Drastic Purgatives,ripe seed without seed coat,1392,1023,315,,,HERB004460,0
